Age,Workclass,fnlwgt,Education,education-num,Marital-status,Marital-Status Index,Occupation,relationship,race,sex,captial gain,capital loss,hours per week,Native-country,Salary range,Salary
30, Private,173647, Some-college,10, Divorced,3, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K,10823
29, Private,31166, HS-grad,9, Divorced,3, Prof-specialty, Not-in-family, Other, Female,0,0,30, Germany, <=50K,40074
22, ?,517995, HS-grad,9, Never-married,1, ?, Own-child, White, Male,0,0,40, Mexico, <=50K,40073
25, Self-emp-not-inc,189027, HS-grad,9, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K,16327
38, Private,296125, HS-grad,9, Separated,5, Priv-house-serv, Unmarried, Black, Female,0,0,30, United-States, <=50K,43174
32, ?,640383, Bachelors,13, Divorced,3, ?, Unmarried, White, Female,0,0,40, United-States, <=50K,44490
35, Private,334291, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K,20321
56, Private,318450, Masters,14, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,80, United-States, >50K,371771
29, Private,174163, Some-college,10, Divorced,3, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,10310
41, Private,119721, HS-grad,9, Married-civ-spouse,2, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K,20067
47, Private,142719, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,14218
23, Private,162593, Bachelors,13, Never-married,1, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K,47790
46, Self-emp-not-inc,236852, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,45, United-States, >50K,161204
28, Local-gov,154863, HS-grad,9, Never-married,1, Protective-serv, Other-relative, Black, Male,0,1876,40, United-States, <=50K,32332
39, Private,168894, Bachelors,13, Divorced,3, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K,45502
42, Self-emp-not-inc,344920, Some-college,10, Married-civ-spouse,2, Farming-fishing, Wife, White, Female,0,0,50, United-States, <=50K,27113
39, Private,33355, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,7298,0,48, United-States, >50K,64168
68, ?,196782, 7th-8th,4, Married-civ-spouse,2, ?, Husband, White, Male,0,0,30, United-States, <=50K,21206
37, Self-emp-inc,291518, Bachelors,13, Married-civ-spouse,2, Craft-repair, Husband, White, Male,15024,0,55, United-States, >50K,71995
57, Private,170244, Prof-school,15, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,23130
22, Private,369549, Some-college,10, Never-married,1, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K,19024
24, Private,23438, Assoc-voc,11, Never-married,1, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, >50K,144088
19, Private,202673, Some-college,10, Never-married,1, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K,20501
55, Private,171780, Assoc-acdm,12, Divorced,3, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K,21686
37, Local-gov,264503, HS-grad,9, Married-civ-spouse,2, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K,15327
37, Local-gov,244341, Some-college,10, Never-married,1, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K,47220
28, Private,209109, Bachelors,13, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,50, United-States, <=50K,13838
27, Private,187392, HS-grad,9, Never-married,1, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,10516
40, State-gov,119578, Bachelors,13, Never-married,1, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K,13908
51, Private,195105, HS-grad,9, Divorced,3, Priv-house-serv, Own-child, White, Female,0,0,40, United-States, <=50K,48518
52, Private,101752, Assoc-voc,11, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,56, United-States, <=50K,25870
74, ?,95825, Some-college,10, Widowed,7, ?, Not-in-family, White, Female,0,0,3, United-States, <=50K,16850
49, Self-emp-inc,362654, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K,77482
20, ?,29810, Some-college,10, Never-married,1, ?, Own-child, White, Female,0,0,40, United-States, <=50K,21143
40, Federal-gov,77332, Some-college,10, Divorced,3, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K,20681
80, Private,87518, Some-college,10, Never-married,1, Prof-specialty, Not-in-family, White, Male,0,1816,60, United-States, <=50K,40476
63, Private,113324, Some-college,10, Married-civ-spouse,2, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K,39641
63, Private,96299, HS-grad,9, Divorced,3, Transport-moving, Unmarried, White, Male,0,0,45, United-States, >50K,198869
51, Private,237729, Some-college,10, Divorced,3, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,44165
23, Private,200973, HS-grad,9, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,13863
66, Self-emp-not-inc,212456, HS-grad,9, Widowed,7, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K,26283
33, Self-emp-not-inc,131568, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,66, United-States, <=50K,27838
49, Private,185859, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K,10389
20, Private,231981, Some-college,10, Never-married,1, Transport-moving, Not-in-family, White, Male,0,0,32, United-States, <=50K,33965
33, Self-emp-inc,117963, Assoc-acdm,12, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,1887,60, United-States, >50K,187077
26, Private,78172, Some-college,10, Married-AF-spouse,6, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K,31621
52, Private,164135, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,145174
33, Private,171216, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,68246
47, Private,140664, Bachelors,13, Divorced,3, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K,37363
23, Private,249277, HS-grad,9, Never-married,1, Exec-managerial, Own-child, Black, Male,0,0,75, United-States, <=50K,18312
53, Federal-gov,117847, Assoc-acdm,12, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,15886
19, Private,52372, Some-college,10, Never-married,1, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K,43691
26, Federal-gov,95806, Some-college,10, Never-married,1, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States, <=50K,27987
53, Private,137428, 7th-8th,4, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K,133235
65, Private,169047, HS-grad,9, Never-married,1, Machine-op-inspct, Not-in-family, White, Male,0,0,10, United-States, <=50K,35141
68, Private,339168, Bachelors,13, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K,41573
30, Private,504725, 10th,6, Never-married,1, Sales, Other-relative, White, Male,0,0,18, Guatemala, <=50K,48093
28, Private,132870, 11th,7, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K,23414
54, Local-gov,135840, 10th,6, Married-civ-spouse,2, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K,11566
30, Private,35644, HS-grad,9, Never-married,1, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K,33755
22, Private,198148, Some-college,10, Never-married,1, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K,39824
25, Private,220098, HS-grad,9, Never-married,1, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K,48216
19, Private,262515, 11th,7, Never-married,1, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K,45953
19, ?,423863, Some-college,10, Never-married,1, ?, Own-child, White, Female,0,0,35, United-States, <=50K,16465
32, Federal-gov,111567, Prof-school,15, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,62242
23, Private,194096, Bachelors,13, Never-married,1, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K,23194
51, Local-gov,420917, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K,49756
25, Private,197871, Some-college,10, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,44, United-States, >50K,237338
46, Local-gov,253116, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K,23501
38, Private,206535, Some-college,10, Divorced,3, Tech-support, Unmarried, White, Female,0,0,50, United-States, <=50K,42914
26, State-gov,70447, HS-grad,9, Married-civ-spouse,2, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K,356194
46, Private,201217, HS-grad,9, Divorced,3, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,13655
25, Private,209970, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,15113
20, Private,196745, Some-college,10, Never-married,1, Other-service, Own-child, White, Female,594,0,16, United-States, <=50K,39573
29, Local-gov,175262, Masters,14, Married-civ-spouse,2, Prof-specialty, Other-relative, White, Male,0,0,35, United-States, <=50K,24580
51, Self-emp-inc,304955, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,126057
40, Private,181265, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K,39660
24, Private,200973, Some-college,10, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,15931
24, Self-emp-not-inc,37440, Bachelors,13, Never-married,1, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K,30336
31, Private,395170, Assoc-voc,11, Married-civ-spouse,2, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,24, Mexico, <=50K,13618
54, ?,32385, HS-grad,9, Divorced,3, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K,14313
34, Private,353213, Assoc-acdm,12, Separated,5, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K,38860
19, Private,38619, Some-college,10, Never-married,1, Farming-fishing, Own-child, White, Male,0,0,66, United-States, <=50K,20636
21, Private,177711, HS-grad,9, Never-married,1, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K,36230
21, Private,190761, 10th,6, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K,20721
23, Private,27776, Some-college,10, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K,31841
37, Federal-gov,470663, Some-college,10, Never-married,1, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,25795
40, Private,71738, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,46, United-States, >50K,378910
57, Private,74156, HS-grad,9, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,30, United-States, <=50K,17478
48, Private,202467, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,1485,40, United-States, >50K,302597
24, Private,123983, 11th,7, Married-civ-spouse,2, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K,27392
43, Private,193494, Some-college,10, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K,40333
32, ?,169886, Bachelors,13, Never-married,1, ?, Not-in-family, White, Female,0,0,20, ?, <=50K,34260
40, Private,130571, HS-grad,9, Never-married,1, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,39810
52, Self-emp-inc,90363, Prof-school,15, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,99999,0,35, United-States, >50K,77582
49, Private,83444, HS-grad,9, Divorced,3, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K,22697
45, Self-emp-not-inc,239093, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3137,0,40, United-States, <=50K,10265
62, Local-gov,151369, HS-grad,9, Never-married,1, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,41702
29, Private,56630, Assoc-voc,11, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,26638
49, Private,117095, HS-grad,9, Separated,5, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K,38291
55, Federal-gov,189985, Some-college,10, Divorced,3, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K,31687
20, ?,34862, Some-college,10, Never-married,1, ?, Own-child, Amer-Indian-Eskimo, Male,0,0,72, United-States, <=50K,44823
37, Self-emp-inc,126675, Bachelors,13, Never-married,1, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K,44903
43, State-gov,199806, Bachelors,13, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K,106093
29, Private,57596, Some-college,10, Divorced,3, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,38674
44, Private,103459, HS-grad,9, Married-civ-spouse,2, Sales, Wife, White, Female,0,0,40, United-States, >50K,214760
28, Private,282398, Some-college,10, Separated,5, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K,296056
38, Private,298841, Some-college,10, Never-married,1, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K,48455
45, Private,33300, Assoc-voc,11, Married-civ-spouse,2, Sales, Husband, White, Male,0,1977,50, United-States, >50K,322354
22, ?,306031, Some-college,10, Never-married,1, ?, Own-child, White, Male,0,0,40, United-States, <=50K,33624
19, Private,306467, Some-college,10, Never-married,1, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K,22593
20, Private,189888, 12th,8, Never-married,1, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,36247
60, Private,83861, HS-grad,9, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,24274
30, Private,117393, HS-grad,9, Never-married,1, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,47639
22, Private,129934, Some-college,10, Never-married,1, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, ?, <=50K,27434
51, Private,179010, Some-college,10, Divorced,3, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K,35070
31, Private,375680, Bachelors,13, Never-married,1, Prof-specialty, Unmarried, Black, Female,0,0,40, ?, <=50K,34635
48, Private,316101, HS-grad,9, Divorced,3, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K,23209
43, Private,293305, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,1887,40, United-States, >50K,202732
51, Local-gov,175750, HS-grad,9, Divorced,3, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K,44377
41, Private,121718, Assoc-voc,11, Married-civ-spouse,2, Tech-support, Husband, White, Male,0,1848,48, United-States, >50K,60952
62, ?,94931, Assoc-voc,11, Married-civ-spouse,2, ?, Husband, White, Male,3411,0,40, United-States, <=50K,11936
50, State-gov,229272, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K,327842
46, Private,142828, HS-grad,9, Married-civ-spouse,2, Sales, Wife, White, Female,0,0,40, United-States, >50K,73537
54, Private,22743, Some-college,10, Married-civ-spouse,2, Transport-moving, Husband, White, Male,15024,0,60, United-States, >50K,180665
68, Private,76371, HS-grad,9, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K,348706
23, Self-emp-not-inc,216129, Assoc-acdm,12, Never-married,1, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K,42833
49, Private,107425, Masters,14, Never-married,1, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K,42290
24, Private,611029, 10th,6, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,21997
30, Local-gov,363032, HS-grad,9, Married-civ-spouse,2, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K,18409
38, Private,170020, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,3137,0,45, United-States, <=50K,45676
34, Private,137900, HS-grad,9, Never-married,1, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K,48597
22, Private,322674, Some-college,10, Never-married,1, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K,23681
